Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Road No.,km,Municipality,Total Length,Total Width,No of Spans,Bridge Type,Construction Date
B4825,OLIFANTS RIVER AT DYSSELDORP,Bridge,Bridge,11/5/2019,MR00369+,1.11,Oudtshoorn,160.2,11.4,9,Simply supported,
B4828,DORING RIVER,Bridge,Bridge,11/12/2019,MR00544+,8.29,Matzikama,129.9,5.59,5,Simply supported,1/1/1981
B4831,BRIDGE OVER GROOTVADERSBOSRIVIER,Bridge,Bridge,12/11/2019,TR06501+,15.91,Swellendam,37,11,3,Cantilever with drop in spans,
B4837,GROOT RIVER,Bridge,Bridge,11/21/2019,TR08301,57.49,Kannaland,105,11.4,8,Simply supported,1/1/1974
B4838,DOORNKLOOF RIVER NO 2,Bridge,Bridge,11/21/2019,TR08301,57.61,Kannaland,26,11.4,2,Simply supported,1/1/1974
B4841,Road over rail at Porterville,Bridge,Bridge,11/20/2019,TR02303+,33.16,Bergrivier,10.8,13.16,1,Simply supported,1/1/1979
B4863,KROM RIVER,Bridge,Bridge,11/21/2019,DR01413,4.08,Drakenstein,14.8,12.1,1,Simply supported,1/1/1973
B4879,Road over road,Bridge,Bridge,11/25/2019,MR00027,20.15,City of Cape Town (LMB),51.6,13.78,4,Simply supported,
B4896,Road over rail at Piketberg,Bridge,Bridge,11/19/2019,TR02303,60.14,Bergrivier,44,14.08,4,Simply supported,
B4902,BERG RIVER,Bridge,Bridge,11/22/2019,MR00027,72.86,Drakenstein,338.4,13.6,12,Simply supported,1/1/1975
B4940,HUIS RIVER NO 1,Bridge,Bridge,11/19/2019,TR03105,37.53,Kannaland,50.4,13.54,3,Simply supported,1/1/1973
B4941,HUIS RIVER NO 2,Bridge,Bridge,11/19/2019,TR03105,39.69,Kannaland,46,13.54,3,Simply supported,1/1/1975
B4942,NELS RIVER,Bridge,Bridge,11/20/2019,TR03105,47.87,Kannaland,46,13.24,3,Simply supported,1/1/1976
B4943,VLEI RIVER,Bridge,Bridge,11/21/2019,TR03106,19.46,Kannaland,38.5,13.32,3,Simply supported,1/1/1974
B4944,BRIDGE OVER WYNANDS RIVER,Bridge,Bridge,11/6/2019,TR03106+,36.45,Oudtshoorn,45,13.24,3,Simply supported,1/1/2000
B4945,KANSA RIVER CULVERT,Bridge,Bridge,11/6/2019,TR03106+,39.87,Oudtshoorn,30.4,13.3,6,Simply supported,
B4946,EERSTE RIVER,Bridge,Bridge,11/11/2019,TR00201,31.74,City of Cape Town (LMB),51.3,25.6,3,Continuous,
B4947,MODDERGAT RIVER,Bridge,Bridge,11/11/2019,TR00201,35.85,City of Cape Town (LMB),13.3,25.6,2,Continuous,
B4948,ROAD OVER RAIL AT FIRGROVE,Bridge,Bridge,11/11/2019,TR00201,37.31,City of Cape Town (LMB),21,28.3,2,Simply supported,
B4949,BRIDGE OVER LOURENS RIVER,Bridge,Bridge,11/11/2019,TR00201,42.79,City of Cape Town (LMB),33.2,26.2,5,Simply supported,1/1/1974
B4950,VAN DER STEL INTERCHANGE,Bridge,Bridge,11/12/2019,TR00202,1.41,City of Cape Town (LMB),61.5,29.56,5,Continous and simply supported,1/1/1972
B4951,SIR LOWRYS PASS RIVER AT FIRLANDS,Bridge,Bridge,11/12/2019,TR00202,5.94,City of Cape Town (LMB),53.6,31.56,4,Simply supported,1/1/1974
B4973,BERG RIVER,Bridge,Bridge,2/3/2004,TR01103,23.09,,159,13.4,5,Continuous,1/1/1978
B4974,ROAD OVER RAIL AT DE HOEK,Bridge,Bridge,1/30/2002,TR01103,28.68,,46.5,16.6,3,Simply supported,1/1/1978
B4975,KROM RIVER AT BLINDEFONTEIN,Bridge,Bridge,2/4/2004,TR01104,23.64,,39.9,13.4,3,Simply supported,1/1/1979
B4984,Diep River No. 1,Bridge,Bridge,11/22/2019,TR01101,10.88,City of Cape Town (LMB),153,11.6,10,Continuous,
B4984A,Diep River No.2,Bridge,Bridge,11/22/2019,TR01101,10.89,City of Cape Town (LMB),153,11.6,10,Continuous,
B4985,SALT RIVER,Bridge,Bridge,1/6/2004,TR01101,31.08,,19.5,11.6,3,Simply supported,1/1/1979
B4986,GREEN RIVER,Bridge,Bridge,7/12/2001,TR01101,36.54,,45.8,11.6,8,Simply supported,1/1/1979
B4987,ROAD OVER RAIL AT KALBASKRAAL,Bridge,Bridge,7/13/2001,TR01101,37.65,,6.9,11,1,Simply supported,1/1/1979
B4988,DIEP RIVER TRIBUTARY,Bridge,Bridge,7/13/2001,TR01101,49.35,,13.4,10.85,2,Simply supported,1/1/1979
B4989,ROAD OVER RAIL AT MALMESBURY,Bridge,Bridge,7/13/2001,TR01101,49.77,,7.8,15.3,1,Simply supported,1/1/1957
B5003,ELANDS RIVER,Bridge,Bridge,11/1/2019,TR03002,0.4,Theewaterskloof,15.33,12.9,1,Simply supported,1/1/1974
B5006,HOLSLOOT RIVER,Bridge,Bridge,11/7/2019,MR00298+,13.51,Breede Vallei,52.4,10.6,4,Simply supported,1/1/1973
B5007,TOUW RIVER,Bridge,Bridge,1/17/2003,TR08301,54,Kannaland,211,11.6,10,Simply supported,1/1/1980
B5009,ROAD OVER ROAD/RAIL AT DE WET STASIE,Bridge,Bridge,10/31/2019,DR01400+,21.89,Breede Vallei,129,12.1,6,Simply supported,1/1/1972
B5026,ROAD OVER RAIL AT TULBAGH STATION,Bridge,Bridge,11/15/2019,MR00323+,0.39,Witzenberg,36.65,13.2,3,Simply supported,1/1/1975
B5028,ROAD OVER RAIL AT MATROOSBERG,Bridge,Bridge,10/29/2019,MR00295+,3.76,Breede Vallei,33.5,12.6,1,Simply supported,1/1/1975
B5031,SAND RIVER,Bridge,Bridge,11/26/2019,TR02501,17.57,Drakenstein,21.6,13.6,2,Simply supported,1/1/1973
B5032,BOT RIVER,Bridge,Bridge,11/26/2019,TR02501,18.83,Drakenstein,22,13.4,2,Simply supported,1/1/1978
B5033,DIEP RIVER AT DE GRENDAL,Bridge,Bridge,11/6/2019,TR02501,33.83,Swartland,16.4,13.82,2,Simply supported,1/1/1980
B5034,HOL RIVER,Bridge,Bridge,11/6/2019,MR00552+,6.71,Matzikama,49,15.65,5,Simply supported,1/1/1945
B5043,"OLIFANTSKUIL RIVER
",Bridge,Bridge,12/9/2019,"TR02101
",23.64,Swartland,25.2,13.41,5,Simply supported,1/1/1972
B5044,Geelkuil River Bridge,Bridge,Bridge,12/9/2019,TR02101+,28.61,Swartland,20.27,13.41,3,Simply supported,1/1/1973
B5046,Road over Rail Skimmelkrans,Bridge,Bridge,11/8/2019,MR00347,13.82,George,16.7,13.4,1,Simply supported,1/1/1983
B5090,WAPADSKLOOF RIVER,Bridge,Bridge,11/21/2019,TR08301,52.91,Kannaland,22,11.7,4,Simply supported,1/1/1974
B5104,BRIDGE OVER SALT RIVER,Bridge,Bridge,11/7/2019,TR07701,26.3,City of Cape Town (LMB),32,13.46,2,Simply supported,1/1/1976
B5105,"BRIDGE OVER MODDER RIVER
",Bridge,Bridge,12/4/2019,TR07701,55.99,Swartland,80,13.4,5,Simply supported,1/1/1976
B5106,ROAD OVER RAIL AT LANGEENHEID,Bridge,Bridge,11/15/2019,TR07701,121.52,Saldanha Bay,83.5,13.8,5,Simply supported,1/1/1976
B5109,Parow North interchange no 2,Bridge,Bridge,11/19/2019,TR00901,11.39,City of Cape Town (LMB),69.3,14.9,4,Simply supported,
B5110,ROAD OVER RAIL NEAR WELLINGTON,Bridge,Bridge,11/21/2019,MR00027,75.1,Drakenstein,38.6,13.6,4,Simply supported,1/1/1973
B5111,BREEDE RIVER NO 1,Bridge,Bridge,11/1/2019,TR03002,35.77,Breede Vallei,95.95,12.34,3,Simply supported,
B5111A,BREEDE RIVER NO 2,Bridge,Bridge,11/1/2019,TR03002,35.55,Breede Vallei,165,12.34,5,Simply supported,1/1/1980
B5112,SKAAP RIVER AT CASCADE,Bridge,Bridge,11/11/2019,DR01453+,1.42,Witzenberg,33,12.9,3,Simply supported,1/1/1975
B5119,ROAD OVER RAIL  AT WELLINGTON STATION,Bridge,Bridge,11/22/2019,MR00219,0.1,Drakenstein,84.6,11.1,8,Simply supported,1/1/1974
B5132,"BRIDGE OVER DWARS RIVER
",Bridge,Bridge,12/4/2019,TR07701,63.59,Swartland,26.2,18.2,6,Cellular,1/1/1974
B5133,DROOGE ZEE RIVER,Bridge,Bridge,11/21/2019,TR08301,48.06,Kannaland,42,11.8,4,Simply supported,1/1/1975
B5135A,BREEDE RIVER,Bridge,Bridge,10/30/2019,MR00282,18.04,Langeberg,209.2,15.4,8,Continuous,1/1/1976
B5137,Rooi Els River,Bridge,Bridge,11/26/2019,TR02701+,38.4,Overstrand,39,12.6,4,Continuous,1/1/1989
B5139,BOT RIVER,Bridge,Bridge,11/29/2019,TR02801+,10.7,Overstrand,140,13.6,7,Simply supported,1/1/1981
B5140,AFDAKS RIVER,Bridge,Bridge,12/2/2019,TR02801+,15.5,Overstrand,70,13.6,3,Continuous,1/1/1981
B5141,ONRUST RIVER,Bridge,Bridge,12/3/2019,TR02801+,26.4,Overstrand,70,13.6,3,Continuous,
B5148,ROAD OVER RAIL AT EENZAAMHEID,Bridge,Bridge,11/15/2019,TR02102,30.73,Saldanha Bay,32.8,13.1,3,Simply supported,1/1/1974
B5149,ROAD OVER RAIL (SALDANHA-SISHEN LINE),Bridge,Bridge,11/12/2019,MR00533,2.36,Saldanha Bay,7.35,13.3,1,Integral bridge,1/1/2001
B5150,ROAD OVER RAIL AT OLIFANTSKRAAL,Bridge,Bridge,12/8/2019,TR07701,134.02,Saldanha Bay,7.2,43,1,Integral bridge,1/1/2001
B5151,Road over rail at Kliphoek,Bridge,Bridge,11/18/2019,MR00234+,35.96,Bergrivier,6.7,12.8,1,Frame,1/1/1974
B5152,Rail bridge East of Velddrif,Bridge,Bridge,11/18/2019,MR00529+,54.14,Bergrivier,6.7,28,1,Simply supported,1/1/1974
B5153,Road over rail at Sewevlei,Bridge,Bridge,11/19/2019,OP07826+,2.3,Bergrivier,7.2,9.5,1,Frame,1/1/1976
B5154,Road over rail at Helenafontein,Bridge,Bridge,11/19/2019,MR00535+,24.52,Bergrivier,7.7,9.2,1,Frame,1/1/1973
B5155,Road over rail at Bottelfontein,Bridge,Bridge,11/19/2019,MR00535+,38.72,Bergrivier,7.2,9.45,1,Frame,1/1/1973
B5156,BRIDGE OVER RAIL AT VERLORENVLEI,Bridge,Bridge,11/14/2019,MR00535,56.28,Cederberg,7,9.2,1,Simply supported,1/1/1973
B5157,BRIDGE OVER RAIL AT STEENBOKFONTEIN,Bridge,Bridge,11/14/2019, MR00538,11.3,Cederberg,6.4,12.9,1,Simply supported,1/1/1973
B5158,BRIDGE OVER RAIL AT LAMBERTS BAY,Bridge,Bridge,11/14/2019,TR05501,59.56,Cederberg,8.3,13.2,1,Integral bridge,1/1/1973
B5159, BRIDGE OVER RAIL AT LAMBERTS BAY,Bridge,Bridge,11/14/2019,TR05501,59.6,Cederberg,6.4,9.8,1,Integral bridge,1/1/1973
B5160,ROAD OVER RAIL AT DORING BAAI,Bridge,Bridge,11/5/2019,MR00546+,16.87,Matzikama,9,17.5,1,Simply supported,1/1/1977
B5218,BUFFELS RIVER NO 2,Bridge,Bridge,11/25/2019,TR08303,4.34,Laingsburg,111.3,11.85,6,Simply supported,1/1/1975
B5224,BREEDE RIVER CHANNEL NO 1,Bridge,Bridge,11/8/2019,MR00305+,5.99,Witzenberg,122,13.5,14,Simply supported,1/1/1976
B5225,BREEDE RIVER CHANNEL NO 2,Bridge,Bridge,11/8/2019,MR00305+,5.55,Witzenberg,105,13.5,12,Simply supported,1/1/1979
B5228,VINKNES RIVER,Bridge,Bridge,11/4/2019,MR00363+,29.26,Oudtshoorn,13.8,11.04,1,Simply supported,
B5232,Tierberg Road over Road,Bridge,Bridge,11/18/2019,TR00901,12.86,City of Cape Town (LMB),14.1,42,1,Simply supported,
B5233,Karl Bremer Interchange,Bridge,Bridge,11/18/2019,TR00901,13.93,City of Cape Town (LMB),26.8,38.4,2,Simply supported,
B5234,Lincoln street road over road,Bridge,Bridge,11/18/2019,TR00901,14.66,City of Cape Town (LMB),42.7,12.6,2,Simply supported,1/1/1974
B5236,Durban Road Interchange No.1,Bridge,Bridge,11/20/2019,TR00901,16.16,City of Cape Town (LMB),64.1,16.8,4,Simply supported,
B5237,Durban Road Interchange No.2,Bridge,Bridge,11/20/2019,TR00901,16.25,City of Cape Town (LMB),64,16.8,4,Simply supported,
B5245,EGGAS RIVER,Bridge,Bridge,11/13/2019,MR00337,27.64,Hessequa,17.4,11.6,1,Simply supported,1/1/1977
B5246,BREEDE RIVER AT WYZERSDRIFT,Bridge,Bridge,10/30/2019,MR00299+,4.29,Breede Vallei,379.8,13.06,18,Simply supported,1/1/1979
B5271,GROOT RIVER CAUSEWAY NO 1,Bridge,Bridge,11/12/2019,DR01487+,71.82,Witzenberg,42.8,5,15,Simply supported,1/1/1979
B5271A,GROOT RIVER CAUSEWAY NO 2,Bridge,Bridge,11/12/2019,DR01487+,71.95,Witzenberg,96.8,5,12,Simply supported,1/1/1979
B5295,BRIDGE OVER THE KUILS RIVER,Bridge,Bridge,1/1/2000,MR00187,0.38,,,,3,,
B5299,Stellenbosch Arterial Interchange No.1,Bridge,Bridge,10/31/2019,MR00177,13.71,City of Cape Town (LMB),59.5,17.23,4,Simply supported,
B5299A,Stellenbosch Arterial Interchange No.2,Bridge,Bridge,10/31/2019,MR00177,13.72,City of Cape Town (LMB),59.5,17.23,4,Simply supported,
B5301,Road over Rail at Glentana,Bridge,Bridge,11/8/2019,MR00348,14.26,George,13.75,13.8,1,Simply supported,1/1/1975
B5313,MR00358+,Bridge,Bridge,11/6/2019,MR00358+,15.91,Oudtshoorn,16.2,11.6,1,Simply supported,
B5317,DIEP RIVER AT DE GRENDAL,Bridge,Bridge,11/6/2019,DR01139,0.22,Swartland,27.8,11.56,3,Continuous,1/1/1976
B5321,Lamloch Stream Culvert,Bridge,Bridge,11/5/2019,TR02701+,7.12,Overstrand,9,14.75,1,,
B5322,HUIS RIVER NO 1,Bridge,Bridge,11/19/2019,DR01711,3.36,Kannaland,31.5,10,3,Simply supported,1/1/1978
B5325,Parrow west Road over Road and Rail,Bridge,Bridge,11/19/2019,TR00901,9.51,City of Cape Town (LMB),157.3,31.8,6,Continous and simply supported,
B5336,KLEINSWARTBERG RIVER,Bridge,Bridge,1/1/2000,TR08302,0,,,,0,,1/1/1977
B5337,BUFFELS RIVER,Bridge,Bridge,1/1/2000,TR08302,0,,,,0,,1/1/1977
B5338,BUFFELS RIVER NO 2,Bridge,Bridge,1/1/2000,TR08302,0,,,,0,,1/1/1977
B5339,BUFFELS RIVER NO 3,Bridge,Bridge,1/1/2000,TR08302,0,,,,0,,1/1/1977
B5340,BUFFELS RIVER NO 4,Bridge,Bridge,1/1/2000,TR08302,0,,,,0,,1/1/1977
B5341,BUFFELS RIVER NO 5,Bridge,Bridge,1/1/2000,TR08302,0,,,,0,,1/1/1977
B5342,POORT RIVER,Bridge,Bridge,1/1/2000,TR08302,0,,,,0,,1/1/1977
B5343,VEELANDSLAAGTE RIVER,Bridge,Bridge,1/1/2000,TR08302,0,,,0,2,Continuous,1/1/1977
B5349,BRANDVLEI CANAL 2,Bridge,Bridge,11/26/2019,MR00298+,8.26,Breede Vallei,25.4,12.76,1,Simply supported,1/1/1977
B5350,NUY RIVER BRIDGE,Bridge,Bridge,11/1/2019,TR03002,37.85,Breede Vallei,66,13.4,4,Simply supported,1/1/1980
B5351,HEX RIVER CHANNEL NO 2,Bridge,Bridge,7/31/2002,TR03002,43.67,Breede Vallei,10.8,13.3,1,Simply supported,1/1/1980
B5351,HEX RIVER CHANNEL NO 2,Bridge,Bridge,11/1/2019,TR03002+,43.67,Breede Vallei,10.8,13,1,Simply supported,1/1/1980
B5351A,HEX RIVER CHANNEL NO 3,Bridge,Bridge,11/1/2019,TR03002+,43.72,Langeberg,21.6,13,2,Simply supported,1/1/1976
B5351B,HEX RIVER CHANNEL NO 4,Bridge,Bridge,11/1/2019,TR03002+,43.8,Breede Vallei,31.8,13,3,Simply supported,1/1/1980
B5351C,HEX RIVER CHANNEL NO 5,Bridge,Bridge,11/1/2019,TR03002+,43.89,Breede Vallei,42.2,13,4,Simply supported,1/1/1980
B5359,KLEIN SWARTBERG RIVER,Bridge,Bridge,11/19/2019,TR08302,6.73,Kannaland,42.6,11.6,4,Simply supported,1/1/1979
B5360,ROAD OVER RAIL NEAR WINKELPLAAS,Bridge,Bridge,1/1/2000,TR08302,0,,,,0,,
B5370,ROAD OVER RAIL NEAR SALCOR,Bridge,Bridge,11/14/2019,TR08501,4.89,Saldanha Bay,61,13.8,3,Simply supported,
B5388,BRANDVLEI CANAL 1,Bridge,Bridge,11/26/2019,MR00298+,8.94,Breede Vallei,22.15,13.4,1,Simply supported,1/1/1976
B5398,GOURITS RIVER (DIE POORT BRIDGE),Bridge,Bridge,11/13/2019,MR00337,33.37,Mossel Bay,168,11.6,8,Simply supported,1/1/1978
B5400,HUIS RIVER NO 2,Bridge,Bridge,11/19/2019,DR01711,3.96,Kannaland,10.5,10,1,Simply supported,1/1/1979
B5402,Bloemendal River,Bridge,Bridge,11/15/2019,TR03402+,36.41,Prince Albert,16.5,11.6,1,Simply supported,1/1/1978
B5403,Groot River Bridge,Bridge,Bridge,11/15/2019,TR03402+,36.97,Prince Albert,49.5,11.6,3,Simply supported,1/1/1979
B5425,BRIDGE OVER LEEURIVIER,Bridge,Bridge,12/11/2019,TR03201+,33.13,Swellendam,21.3,13.1,2,Simply supported,
B5436,BRIDGE OVER KLIPRIVIER,Bridge,Bridge,12/11/2019,TR03201+,42.62,Swellendam,24,13.4,3,Simply supported,
B5456,ROOI RIVER,Bridge,Bridge,11/22/2019,TR08801,30.16,George,15.8,11.7,1,Simply supported,1/1/1978
B5475,DORING RIVER NO 1,Bridge,Bridge,1/1/2000,MR00319,79.69,City of Cape Town (LMB),,,0,,
B5475A,DORING RIVER NO 2,Bridge,Bridge,1/1/2000,MR00319,79.99,City of Cape Town (LMB),,,0,,
B5475B,DORING RIVER NO 3,Bridge,Bridge,1/1/2000,MR00319,80.3,City of Cape Town (LMB),,,0,,
B5485,BRIDGE OVER LANGHUIS RIVER,Bridge,Bridge,11/13/2019, MR00544,42.67,Cederberg,16,9.4,1,Simply supported,1/1/1980
B5490,GROOT RIVER,Bridge,Bridge,11/19/2019,TR08302,15.56,Kannaland,90,10.7,7,Continuous,1/1/1982
B5498,BRIDGE OVER KORINGLANDSRIVIER,Bridge,Bridge,12/11/2019,TR03201+,44.67,Swellendam,15,17.6,1,Integral bridge,1/1/1980
B5501,MODDERDAM INTERCHANGE NO2,Bridge,Bridge,11/12/2019,TR00201,10.38,City of Cape Town (LMB),52.6,12.6,4,Simply supported,
B5503,OLIFANTS RIVER AT BARANDAS,Bridge,Bridge,11/22/2019,MR00404,0.52,George,128.2,10.4,10,Simply supported,1/1/1963
B5506,RIVIERSONDEREND NEAR GENADENDAL,Bridge,Bridge,11/4/2019,MR00277+,24.94,Theewaterskloof,107.5,10.8,8,Continous and simply supported,
B5510,SKAAP RIVER,Bridge,Bridge,11/13/2019,MR00310+,8.58,Witzenberg,27.4,10.94,4,Simply supported,1/1/1988
B5527,Diep River,Bridge,Bridge,11/9/2019,MR00355,25.32,George,60.1,10.7,3,Continuous,1/1/1982
B5530,ROAD OVER RAIL NEAR SOETENDAL,Bridge,Bridge,11/22/2019,DR01143,1.39,Drakenstein,17,10.4,1,Simply supported,1/1/1980
B5531,KOMPAGNIES RIVER,Bridge,Bridge,11/22/2019,DR01143,3.51,Drakenstein,33,10.7,3,Continuous,1/1/1980
B5532,OPSOEK RIVER,Bridge,Bridge,11/22/2019,MR00356,25.11,Kannaland,25.6,10.68,3,Simply supported,1/1/1979
B5533,ROAD OVER RAIL AT CALEDON,Bridge,Bridge,11/19/2019,TR02901+,1.54,Theewaterskloof,15.5,14.6,1,Simply supported,1/1/1984
B5534,STEENBOKS RIVER ,Bridge,Bridge,11/20/2019,TR02901+,12.19,Theewaterskloof,16.95,10.7,1,Simply supported,
B5535,KLEIN RIVER AT GOUDINI ,Bridge,Bridge,11/18/2019,TR02901+,22.1,Theewaterskloof,24.85,10.7,3,Simply supported,
B5536,KARRINGMELKS RIVER,Bridge,Bridge,11/18/2019,TR02901+,26.41,Theewaterskloof,14.8,9.3,1,Simply supported,
B5537,BRIDGE OVER KARS RIVER,Bridge,Bridge,12/4/2019,TR02901+,44.81,Cape Agulhas,19,11,3,Simply supported,1/1/1950
B5538,BRIDGE OVER KLEIN KARS RIVER,Bridge,Bridge,12/4/2019,TR02901+,45.16,Cape Agulhas,26.5,10,4,Simply supported,1/1/1950
B5539,BRIDGE OVER GROOT-SANDDRIFTRIVIER,Bridge,Bridge,12/8/2019,TR02901+,61.02,Cape Agulhas,14.33,11,2,Continous and simply supported,
B5548,OLIFANTS RIVER CANAL NO 1 AT KLAWER,Bridge,Bridge,11/11/2019,MR00547+,1.1,Matzikama,7.2,13.5,1,Simply supported,1/1/1980
B5567,Gwaing River,Bridge,Bridge,11/18/2019,TR00209,21.81,George,64.4,10.9,4,Simply supported,1/1/1985
B5571,RIVIERSONDEREND NO 1 AT DENNEBOS,Bridge,Bridge,11/25/2019,DR01320+,1.56,Theewaterskloof,36,9.5,1,Simply supported,
B5572,RIVIERSONDEREND NO 2 AT SANDHOOGTE,Bridge,Bridge,11/25/2019,DR01320+,8.62,Theewaterskloof,57.4,9.5,4,,
B5575,GAMKA RIVER,Bridge,Bridge,11/20/2019,DR01661,50.47,Kannaland,147,10,8,Continuous,1/1/1987
B5576,GOURITS RIVER AT MELKHOUTFONTEIN,Bridge,Bridge,11/12/2019,DR01525,23.54,Mossel Bay,125,4.7,7,Continuous,1/1/1982
B5581,BRIDGE OVER KEISIES RIVER,Bridge,Bridge,10/31/2019,MR00295,72.58,Langeberg,76,10.7,6,Continous and simply supported,1/1/1985
B5582,VANGUARD INTERCHANGE NO 02,Bridge,Bridge,11/13/2019,TR00201,8.72,City of Cape Town (LMB),60.5,16.55,4,Simply supported,
B5583,"ROAD OVER RAIL AT ADAM TAS - STELLENBOSCH
",Bridge,Bridge,11/5/2019,MR00177,31.48,Stellenbosch,36.5,26.86,4,Simply supported,1/1/1982
B5584,"PLANKENBERG RIVER - STELLENBOSCH
",Bridge,Bridge,11/5/2019,MR00177,31.55,Stellenbosch,23.85,27.74,2,Simply supported,1/1/1982
B5589,Palmiet River,Bridge,Bridge - Arch,11/28/2019,TR02701+,16,Overstrand,56.5,13.6,1,Arch,1/1/1989
B5591,BRIDGE OVER BUFFELS RIVER,Bridge,Bridge,11/26/2019,DR01481,6.5,Laingsburg,97.6,5.27,12,Simply supported,1/1/1984
B5604,Road over rail at km 11.39,Bridge,Bridge,11/4/2019,TR08101,11.39,City of Cape Town (LMB),27.6,25.6,2,Simply supported,
B5605,ROAD OVER EISHLEBEN DRIVE,Bridge,Bridge,5/20/2020,TR08101,10.66,City of Cape Town (LMB),,,4,,
B5606,Stock road overpass,Bridge,Bridge,11/4/2019,TR08101,11.82,City of Cape Town (LMB),55.8,25.2,4,Continuous,
B5615,BRIDGE OVER KABOUSRIVIER AT NOOITGEDACHT,Bridge,Bridge,10/30/2019,TR03201,20.36,Langeberg,20,12.3,3,Simply supported,
B5642,Road over rail at km 12.61,Bridge,Bridge,11/18/2019,TR08101,12.61,City of Cape Town (LMB),60.2,12.2,3,Continuous,
B5646,Hartenbos River,Bridge,Bridge,11/6/2019,TR03302,3.66,Mossel Bay,90.6,10.7,7,Cantilever with drop in spans,1/1/1987
B5650,BRIDGE OVER BADS RIVER - CALEDON,Bridge,Bridge,11/19/2019,TR02901+,1.06,Theewaterskloof,20,18.6,1,Simply supported,
B5651,BRIDGE OVER DIEP RIVER AT MILNERTON,Bridge,Bridge,11/7/2019,TR07701,8.58,City of Cape Town (LMB),156,13.3,12,Simply supported,1/1/1927
B5654,HEX RIVER AT DE WET,Bridge,Bridge,11/7/2019,DR01423+,0.07,Breede Vallei,75,4.88,6,Simply supported,1/1/1964
B5662,BREEDE RIVER,Bridge,Bridge,11/8/2019,MR00201+,0.1,Witzenberg,100,10.8,3,Continuous,1/1/1986
B5669,Dawidskraal River (Cascades River),Bridge,Bridge,11/26/2019,TR02701+,24.1,Overstrand,28,17.8,3,Continuous,1/1/1987
B5677,SLANGHOEK RIVER BRIDGE,Bridge,Bridge,10/30/2019,DR01398+,16.19,Breede Vallei,76.4,9.26,6,Simply supported,1/1/1989
B5680,RIVIERSONDEREND TRIBUTARY AT EBENHAEZER,Bridge,Bridge,11/25/2019,MR00279+,20.73,Theewaterskloof,10.23,12.3,1,Simply supported,1/1/1995
B5681,BRIDGE OVER KLIPHUIS RIVER,Bridge,Bridge,11/13/2019,MR00542,16.63,Cederberg,11,9.5,1,Simply supported,1/1/1986
B5693,BRIDGE OVER MATJIES RIVER CAUSEWAY,Bridge,Bridge,11/12/2019,  DR01487,52.1,Cederberg,33,9,4,Simply supported,1/1/1989
B5730,BERG RIVER AT SKOENMAKERSFONTEIN,Bridge,Bridge,11/28/2019,DR01161,33.26,Drakenstein,62.62,4.07,2,Simply supported,1/1/1984
B5731,"BERG RIVER AT OU WA
",Bridge,Bridge,12/5/2019,DR01175,10.83,Swartland,114.58,5.48,3,Simply supported,1/1/1984
B5734,RIVIERSONDEREND AT NETHERCOURT,Bridge,Bridge,11/11/2019,DR01279,20.46,Theewaterskloof,14.78,7.55,1,Simply supported,
B5736,Brakkloof River,Bridge,Bridge,11/7/2019,TR00209,9.47,George,10.65,10.7,1,Simply supported,1/1/1990
B5738,OLIFANTS RIVER ,Bridge,Bridge,11/20/2019,DR01681,6.19,Kannaland,75,9.2,7,Simply supported,1/1/1991
B5739,RIET RIVER,Bridge,Bridge,11/1/2019,TR03103,21.96,Langeberg,11.3,10.7,1,Simply supported,1/1/1989
B5741,BRIDGE OVER SCHEEPERSRUS RIVER,Bridge,Bridge,11/1/2019,TR03103,30.55,Langeberg,14.1,11.2,1,Simply supported,1/1/1991
B5744,BRIDGE OVER TRADOURIVIER TRIBUTARY,Bridge,Bridge,12/10/2019,TR03103+,57.19,Swellendam,9,11,1,Simply supported,
B5745,BRIDGE OVER SOUTKLOOF RIVER,Bridge,Bridge,12/10/2019,TR03103+,60.77,Swellendam,27.4,11,2,Simply supported,1/1/1992
B5746,BRIDGE OVER HUISRIVIER,Bridge,Bridge,12/10/2019,TR06501+,32.53,Swellendam,13.6,10.4,1,Simply supported,1/1/1988
B5753,DORING RIVER NO 1 BRIDGE,Bridge,Bridge,11/1/2019,DR01375+,2.1,Breede Vallei,33.6,9.6,4,Frame,1/1/1989
B5755,Hartenbos River,Bridge,Bridge,11/6/2019,MR00344,0.11,Mossel Bay,98,13.6,4,Simply supported,1/1/1990
B5767,KLEINPLAAS STREAM,Bridge,Bridge,7/4/2002,TR03101,1.42,Breede Vallei,7.2,13.6,1,Simply supported,1/1/1949
B5768,BREWELSKLOOF STREAM,Bridge,Bridge,7/4/2002,TR03101,1.64,Breede Vallei,7.5,13.7,1,Simply supported,1/1/1949
B5769,HEX RIVER NO 1,Bridge,Bridge,7/4/2002,TR03101,1.97,Breede Vallei,14,13.6,2,Simply supported,1/1/1949
B5770,HEX RIVER NO 2,Bridge,Bridge,7/4/2002,TR03101,2.21,Breede Vallei,48.2,13.3,7,Simply supported,1/1/1949
B5771,HEX RIVER NO 3,Bridge,Bridge,7/4/2002,TR03101,2.35,Breede Vallei,27.35,13.4,4,Simply supported,1/1/1949
B5772,HEX RIVER NO 4,Bridge,Bridge,7/4/2002,TR03101,2.43,Breede Vallei,33.85,13.4,5,Simply supported,1/1/1949
