Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Road No.,km,Municipality,Analysis Date,Inspection Date,Asset Value (Depreciated),Asset Value (ACI),Replacement Cost,Maintenance Cost,Depreciation Cost,Unit Cost,Length of Bridge Deck  (m),Width of Bridge Deck  (m),Maximum Height Pier/Abutment (m),Maximum Span Length(m),Overall Length Culvert (m),Overall Width Culvert (m),Max Fill Height Culvert,Max Height of Retaining Wall (m),Area_Wall_RW,Total_Length_GA,Horizontal_Length_GA,Overall_Height_TU,Overall_Length_TU,Overall_Width_TU,FctHt,Fct_TypeBridge,DeprValue,Age
B4704,ROAD OVER RAIL AT BREERIVIER STATION,Bridge,Bridge,11/14/2019,DR01434+,0.51,Witzenberg,6/30/2022,11/14/2019,7343760,14142135,14824040,68260,7412020,31880,41.15,11.3,5.5,,,,,,,,,,,,,1,0.5,50
B4706,BRIDGE OVER KAMMANASSIE RIVER,Bridge,Bridge,11/5/2019,DR01673+,11.08,Oudtshoorn,6/30/2022,11/5/2019,21328950,32109745,40563090,169490,19064652,31880,112.4,11.32,6.29,,,,,,,,,,,,,1,0.53,47
B4708,KRUIS RIVER NO 3,Bridge,Bridge,11/21/2019,MR00363,7.83,Kannaland,6/30/2022,11/21/2019,5527837,9327627,11905080,281840,6095399,31880,32.7,11.42,3.85,,,,,,,,,,,,,1,0.49,53
B4718,BRIDGE AT WOETJIES KLOOF,Bridge,Bridge,2/1/2021,TR08801,65.17,George,6/30/2022,2/1/2021,3481934,6223374,7112428,17380,3613114,31880,19.4,11.5,5.25,,,,,,,,,,,,,1,0.49,52
B4726,Dorps River Armco,Bridge,Bridge Cellular,11/15/2019,TR03402+,4.28,Prince Albert,6/30/2022,11/15/2019,21610239,24552478,27093880,31000,5452645,25890,,,,,45.5,23,0.5,,,,,,,,,,0.8,23
B4728,BRIDGE OVER GAMKA RIVER,Bridge,Bridge,11/13/2019,TR05801,5.8,Beaufort West,6/30/2022,11/13/2019,4638826,8500283,9690245,128774,4922645,31880,29.8,10.2,5.44,,,,,,,,,,,,,1,0.49,52
B4730,TROE-TROE RIVER,Bridge,Bridge Cellular,11/7/2019,DR02217+,11.27,Matzikama,6/30/2022,11/7/2019,3591233,5990252,6672889,337430,2744225,25890,,,,,26.3,9.8,0,,,,,,,,,,0.59,47
B4735,SOUT RIVER,Bridge,Bridge,11/20/2019,TR02102+,0.04,Saldanha Bay,6/30/2022,11/21/2019,10857985,17764050,20725760,126670,9741107,31880,48.3,13.46,4.45,,,,,,,,,,,,,1,0.53,47
B4736,ROAD OVER RAIL AT HOPEFIELD,Bridge,Bridge,11/20/2019,TR02101,53.22,Saldanha Bay,6/30/2022,12/6/2019,2007816,3395522,3943237,82100,1853321,31880,9.3,13.3,4.8,,,,,,,,,,,,,1,0.53,47
B4737,SWARTBERG RIVER,Bridge,Bridge,11/20/2019,DR01702,7.64,Kannaland,6/30/2022,11/20/2019,4165300,7682489,8813226,206060,4441866,31880,28.5,9.7,2.7,,,,,,,,,,,,,1,0.5,51
B4740,KARMENATJIES RIVER,Bridge,Bridge,11/19/2019,TR02101,43.84,Saldanha Bay,6/30/2022,11/19/2019,2488869,5641465,6248161,60380,3698912,31880,13.9,14.1,6.6,,,,,,,,,,,,,1,0.41,73
B4742,SKAAP RIVER,Bridge,Bridge,11/7/2019,DR01452+,1.58,Witzenberg,6/30/2022,11/7/2019,6852730,12641600,13881190,32340,6996120,31880,36.9,11.8,2.9,,,,,,,,,,,,,1,0.5,51
B4743,Road over Rail at Little Brak,Bridge,Bridge,11/7/2019,MR0345,0.73,Mossel Bay,6/30/2022,11/7/2019,7911088,13003719,13886930,282200,5693640,31880,36,12.1,7.17,,,,,,,,,,,,,1,0.59,41
B4744,ROAD OVER RAIL AT GOEDEHOOP,Bridge,Bridge,11/15/2019,TR02102,24.96,Saldanha Bay,6/30/2022,11/15/2019,6552048,11654716,13456550,122400,6782100,31880,31.5,13.4,5.5,,,,,,,,,,,,,1,0.5,51
B4747,BITOU RIVER,Bridge,Bridge,11/1/2019,MR00395,7.09,Bitou,6/30/2022,11/1/2019,6330773,12370934,14173850,642760,7200315,31880,39,11.4,4.3,,,,,,,,,,,,,1,0.49,52
B4750,Road over road at Somerset West,Bridge,Bridge,11/11/2019,TR00201,40.29,City of Cape Town (LMB),6/30/2022,11/11/2019,12140541,18461926,23650940,394460,11115943,31880,26.6,27.89,5.5,,,,,,,,,,,,,1,0.53,47
B4764,Uilenkraals,Bridge,Bridge,12/2/2019,MR00028+,7.06,Overstrand,6/30/2022,12/6/2019,15399288,22015716,34812960,1867940,17545732,31880,91,12,3.4,,,,,,,,,,,,,1,0.5,51
B4774,BUFFELS RIVER NO 1,Bridge,Bridge,11/22/2019,TR08303,24.72,Laingsburg,6/30/2022,11/24/2019,36073377,62079971,68167310,55300,32038635,31880,184.65,11.58,4.85,,,,,,,,,,,,,1,0.53,47
B4775,WATERFALLS RIVER,Bridge,Bridge,11/15/2019,MR00313+,3.48,Witzenberg,6/30/2022,11/15/2019,9811458,18244006,19008130,72770,9123904,31880,51.4,11.6,4.8,,,,,,,,,,,,,1,0.52,48
B4781,VETTE RIVER,Bridge,Bridge,11/18/2019,TR08301,9.08,Hessequa,6/30/2022,11/18/2019,6063818,17407603,23667710,6480070,11123824,31880,64,11.6,4.9,,,,,,,,,,,,,1,0.53,47
B4782,DOORNKLOOF RIVER NO 1,Bridge,Bridge,11/21/2019,TR08301,59.14,Kannaland,6/30/2022,11/21/2019,4430780,8407014,10807320,972880,5403660,31880,30,11.3,4.75,,,,,,,,,,,,,1,0.5,50
B4786,Road over rail near Hopefield,Bridge,Bridge,11/18/2019,TR02101,7.17,Swartland,6/30/2022,11/18/2019,8541933,15756272,17301280,39500,8719843,31880,40.5,13.4,2.84,,,,,,,,,,,,,1,0.5,51
B4794,THE DRAAIBERG BRIDGE,Bridge,Bridge,10/24/2019,MR00279+,8.02,Theewaterskloof,6/30/2022,10/30/2019,227650558,372496316,429687700,83960,201953226,63750,503,13.4,34,,,,,,,,,,,,,1,0.53,47
B4812,ROAD OVER RAIL NEAR VREDENDAL,Bridge,Bridge,1/1/2000,TR01601,,,6/30/2022,,,,,,,31880,0,0,0,,,,,,,,,,,,,1,0.53,47
B4813,ROAD OVER RAIL AT KLAWER,Bridge,Bridge,1/1/2000,MR00547,1.29,Matzikama,6/30/2022,,,,,,,31880,0,0,0,,,,,,,,,,,,,1,0.53,47
B4816,ROAD OVER RAIL NEAR KLAWER,Bridge,Bridge,1/1/2000,MR00548,15.8,Matzikama,6/30/2022,,,,,,,31880,0,0,0,,,,,,,,,,,,,1,0.53,47
B4817,RIETPOEL STREAM,Bridge,Bridge,11/12/2019,MR00267+,39.47,Theewaterskloof,6/30/2022,11/12/2019,3012256,4587582,6266333,120910,3133166,31880,16.8,11.7,3.6,,,,,,,,,,,,,1,0.5,50
B4818,ROAD OVER RAIL AT RIETPOEL,Bridge,Bridge,11/12/2019,MR00267+,40.02,Theewaterskloof,6/30/2022,11/12/2019,6264914,9914450,11907820,46230,5596674,31880,32.2,11.6,5,,,,,,,,,,,,,1,0.53,47
B4819,CULVERT OVER SAK RIVER,Bridge,Bridge Cellular,11/13/2019,TR05801,28.19,Beaufort West,6/30/2022,11/13/2019,25352716,40691772,43087430,15010,17719706,25890,,,,,95.1,17.5,1,,,,,,,,,,0.59,47
B4825,OLIFANTS RIVER AT DYSSELDORP,Bridge,Bridge,11/5/2019,MR00369+,1.11,Oudtshoorn,6/30/2022,11/5/2019,30460210,45657541,58221810,397350,27364248,31880,160.2,11.4,6.95,,,,,,,,,,,,,1,0.53,47
B4828,DORING RIVER,Bridge,Bridge,11/12/2019,MR00544+,8.29,Matzikama,6/30/2022,11/12/2019,12403913,17605101,23149380,1254220,9491243,31880,129.9,5.59,6.55,,,,,,,,,,,,,1,0.59,41
B4831,BRIDGE OVER GROOTVADERSBOSRIVIER,Bridge,Bridge,12/11/2019,TR06501+,15.91,Swellendam,6/30/2022,11/16/2019,6803805,11603686,12975160,73030,6098325,31880,37,11,5.65,,,,,,,,,,,,,1,0.53,47
B4832,CELLULAR BRIDGE OVER DROë RIVER,Bridge,Bridge Cellular,11/5/2019,MR00342 ,28.47,Mossel Bay,6/30/2022,11/5/2019,9731080,17299698,17299700,0,7568618,25890,,,,,51.4,13,1.2,,,,,,,,,,0.56,50
B4837,GROOT RIVER,Bridge,Bridge,11/21/2019,TR08301,57.49,Kannaland,6/30/2022,11/21/2019,16933976,25361375,38160360,2909410,18316974,31880,105,11.4,4.2,,,,,,,,,,,,,1,0.52,48
B4838,DOORNKLOOF RIVER NO 2,Bridge,Bridge,11/21/2019,TR08301,57.61,Kannaland,6/30/2022,11/21/2019,4328360,7044403,9449232,585240,4535632,31880,26,11.4,4.2,,,,,,,,,,,,,1,0.52,48
B4841,Road over rail at Porterville,Bridge,Bridge,11/20/2019,TR02303+,33.16,Bergrivier,6/30/2022,11/20/2019,2219293,4159948,4531041,363400,1948347,31880,10.8,13.16,6.7,,,,,,,,,,,,,1,0.57,43
B4863,KROM RIVER,Bridge,Bridge,11/21/2019,DR01413,4.08,Drakenstein,6/30/2022,11/21/2019,2459326,4900095,5709071,452300,2797445,31880,14.8,12.1,4.8,,,,,,,,,,,,,1,0.51,49
B4864,Baviaanskloof River Amco,Bridge,Bridge Cellular,11/15/2019,TR03402+,11.08,Overstrand,6/30/2022,11/15/2019,9623144,9941205,12066030,14600,2428290,25890,,,,,19.5,23.9,0.45,,,,,,,,,,0.8,23
B4879,Road over road,Bridge,Bridge,11/25/2019,MR00027,20.15,City of Cape Town (LMB),6/30/2022,11/25/2019,17189662,29437090,33988100,824030,15974404,47800,51.6,13.78,8.1,,,,,,,,,,,,,1,0.53,47
B4896,Road over rail at Piketberg,Bridge,Bridge,11/19/2019,TR02303,60.14,Bergrivier,6/30/2022,11/19/2019,9894389,17714043,19750300,573270,9282639,31880,44,14.08,4,,,,,,,,,,,,,1,0.53,47
B4902,BERG RIVER,Bridge,Bridge,11/22/2019,MR00027,72.86,Drakenstein,6/30/2022,11/22/2019,76788431,133294580,146719400,972860,68958117,31880,338.4,13.6,4.6,,,,,,,,,,,,,1,0.53,47
B4940,HUIS RIVER NO 1,Bridge,Bridge,11/19/2019,TR03105,37.53,Kannaland,6/30/2022,12/3/2019,11062875,20395708,21755420,32390,10660157,31880,50.4,13.54,7.55,,,,,,,,,,,,,1,0.51,49
B4941,HUIS RIVER NO 2,Bridge,Bridge,11/19/2019,TR03105,39.69,Kannaland,6/30/2022,11/19/2019,15727819,26979162,29771750,51210,13992723,47800,46,13.54,9,,,,,,,,,,,,,1,0.53,47
B4942,NELS RIVER,Bridge,Bridge,11/20/2019,TR03105,47.87,Kannaland,6/30/2022,11/20/2019,9867356,16208641,19416200,617390,8931450,31880,46,13.24,4.8,,,,,,,,,,,,,1,0.54,46
B4943,VLEI RIVER,Bridge,Bridge,11/21/2019,TR03106,19.46,Kannaland,6/30/2022,11/21/2019,8416285,13538360,16348700,85040,7847377,31880,38.5,13.32,5.56,,,,,,,,,,,,,1,0.52,48
B4944,BRIDGE OVER WYNANDS RIVER,Bridge,Bridge,11/6/2019,TR03106+,36.45,Oudtshoorn,6/30/2022,11/6/2019,14809002,18074790,18994100,6400,4178702,31880,45,13.24,5.17,,,,,,,,,,,,,1,0.78,22
B4945,KANSA RIVER CULVERT,Bridge,Bridge,11/6/2019,TR03106+,39.87,Oudtshoorn,6/30/2022,11/6/2019,6766873,11894635,12889720,64680,6058169,31880,30.4,13.3,2.49,,,,,,,,,,,,,1,0.53,47
B4946,EERSTE RIVER,Bridge,Bridge,11/11/2019,TR00201,31.74,City of Cape Town (LMB),6/30/2022,11/11/2019,32625667,48625347,62774780,644970,29504147,47800,51.3,25.6,10.4,,,,,,,,,,,,,1,0.53,47
B4947,MODDERGAT RIVER,Bridge,Bridge,11/11/2019,TR00201,35.85,City of Cape Town (LMB),6/30/2022,11/11/2019,5625546,8019306,10854500,127340,5101616,31880,13.3,25.6,2.5,,,,,,,,,,,,,1,0.53,47
B4948,ROAD OVER RAIL AT FIRGROVE,Bridge,Bridge,11/11/2019,TR00201,37.31,City of Cape Town (LMB),6/30/2022,11/11/2019,8815881,14956197,18946280,1225650,8904753,31880,21,28.3,6.26,,,,,,,,,,,,,1,0.53,47
B4949,BRIDGE OVER LOURENS RIVER,Bridge,Bridge,11/11/2019,TR00201,42.79,City of Cape Town (LMB),6/30/2022,11/11/2019,12944609,25439960,27730500,1475250,13310641,31880,33.2,26.2,2.5,,,,,,,,,,,,,1,0.52,48
B4950,VAN DER STEL INTERCHANGE,Bridge,Bridge,11/12/2019,TR00202,1.41,City of Cape Town (LMB),6/30/2022,11/12/2019,27914194,51012806,57955930,1063770,28977964,31880,61.5,29.56,6,,,,,,,,,,,,,1,0.5,50
B4951,SIR LOWRYS PASS RIVER AT FIRLANDS,Bridge,Bridge,11/12/2019,TR00202,5.94,City of Cape Town (LMB),6/30/2022,11/12/2019,28038513,53109005,53928720,4420,25885787,31880,53.6,31.56,2.5,,,,,,,,,,,,,1,0.52,48
B4973,BERG RIVER,Bridge,Bridge,2/3/2004,TR01103,23.09,,6/30/2022,2/3/2004,1,59374282,101842700,192934900,44810779,47800,159,13.4,17.43,,,,,,,,,,,,,1,0.56,44
B4974,ROAD OVER RAIL AT DE HOEK,Bridge,Bridge,1/30/2002,TR01103,28.68,,6/30/2022,1/30/2002,1,20983387,24608170,40895830,10827596,31880,46.5,16.6,0,,,,,,,,,,,,,1,0.56,44
B4975,KROM RIVER AT BLINDEFONTEIN,Bridge,Bridge,2/4/2004,TR01104,23.64,,6/30/2022,2/4/2004,1,17077019,25556750,93153470,10989402,47800,39.9,13.4,10.8,,,,,,,,,,,,,1,0.57,43
B4984,Diep River No. 1,Bridge,Bridge,11/22/2019,TR01101,10.88,City of Cape Town (LMB),6/30/2022,11/22/2019,29426492,48348141,56580620,561240,26592892,31880,153,11.6,5,,,,,,,,,,,,,1,0.53,47
B4984A,Diep River No.2,Bridge,Bridge,11/22/2019,TR01101,10.89,City of Cape Town (LMB),6/30/2022,11/22/2019,29714652,46452691,56580620,273080,26592892,31880,153,11.6,5,,,,,,,,,,,,,1,0.53,47
B4985,SALT RIVER,Bridge,Bridge,1/6/2004,TR01101,31.08,,6/30/2022,1/6/2004,3515830,5247631,7211256,594585.4,3100840,31880,19.5,11.6,3.66,,,,,,,,,,,,,1,0.57,43
B4986,GREEN RIVER,Bridge,Bridge,7/12/2001,TR01101,36.54,,6/30/2022,7/12/2001,9493117,13156822,16937210,161090,7282999,31880,45.8,11.6,3.7,,,,,,,,,,,,,1,0.57,43
B4987,ROAD OVER RAIL AT KALBASKRAAL,Bridge,Bridge,7/13/2001,TR01101,37.65,,6/30/2022,7/13/2001,1,1935754,2419692,7192450,1040468,31880,6.9,11,7,,,,,,,,,,,,,1,0.57,43
B4988,DIEP RIVER TRIBUTARY,Bridge,Bridge,7/13/2001,TR01101,49.35,,6/30/2022,7/13/2001,2556844,4165968,4635033,85125,1993064,31880,13.4,10.85,2.5,,,,,,,,,,,,,1,0.57,43
B4989,ROAD OVER RAIL AT MALMESBURY,Bridge,Bridge,7/13/2001,TR01101,49.77,,6/30/2022,7/13/2001,1602116,3212570,3804559,71890,2130553,31880,7.8,15.3,6.4,,,,,,,,,,,,,1,0.44,65
B5003,ELANDS RIVER,Bridge,Bridge,11/1/2019,TR03002,0.4,Theewaterskloof,6/30/2022,10/29/2019,3058736,5989268,6304493,219600,3026157,31880,15.33,12.9,6.2,,,,,,,,,,,,,1,0.52,48
B5006,HOLSLOOT RIVER,Bridge,Bridge,11/7/2019,MR00298+,13.51,Breede Vallei,6/30/2022,11/7/2019,6662186,14204899,17707430,2368602,8676640,31880,52.4,10.6,5,,,,,,,,,,,,,1,0.51,49
B5007,TOUW RIVER,Bridge,Bridge,1/17/2003,TR08301,54,Kannaland,6/30/2022,1/17/2003,42816902,55135639,78029490,2440200,32772386,31880,211,11.6,5.4,,,,,,,,,,,,,1,0.58,42
B5009,ROAD OVER ROAD/RAIL AT DE WET STASIE,Bridge,Bridge,10/31/2019,DR01400+,21.89,Breede Vallei,6/30/2022,10/31/2019,33728002,59121774,74611020,3577510,37305512,47800,129,12.1,9.34,,,,,,,,,,,,,1,0.5,50
B5026,ROAD OVER RAIL AT TULBAGH STATION,Bridge,Bridge,11/15/2019,MR00323+,0.39,Witzenberg,6/30/2022,11/15/2019,8088451,14596238,15422910,85690,7248765,31880,36.65,13.2,6.3,,,,,,,,,,,,,1,0.53,47
B5028,ROAD OVER RAIL AT MATROOSBERG,Bridge,Bridge,10/29/2019,MR00295+,3.76,Breede Vallei,6/30/2022,10/29/2019,5717911,7962239,13456550,1414060,6324577,31880,33.5,12.6,7.05,,,,,,,,,,,,,1,0.53,47
B5029,"ELANDS RIVER CULVERT NEAR VILLIERSDORP

",Bridge,Bridge Cellular,11/1/2019,TR03001,30.61,Theewaterskloof,6/30/2022,10/30/2019,4910761,7521734,8513564,101600,3501203,25890,,,,,24.54,13.4,0,,,,,,,,,,0.59,47
B5030,SPREEUDRIFTSPRUIT CULVERT NEAR VILLIERSDORP,Bridge,Bridge Cellular,11/2/2019,TR03001,29.93,Theewaterskloof,6/30/2022,10/30/2019,8620016,14115551,15056590,244550,6192022,25890,,,,,43.4,13.4,0,,,,,,,,,,0.59,47
B5031,SAND RIVER,Bridge,Bridge,11/26/2019,TR02501,17.57,Drakenstein,6/30/2022,11/26/2019,4480635,7609119,9365069,295550,4588884,31880,21.6,13.6,2.7,,,,,,,,,,,,,1,0.51,49
B5032,BOT RIVER,Bridge,Bridge,11/26/2019,TR02501,18.83,Drakenstein,6/30/2022,11/26/2019,4878015,7804285,9398224,384990,4135219,31880,22,13.4,3.1,,,,,,,,,,,,,1,0.56,44
B5033,DIEP RIVER AT DE GRENDAL,Bridge,Bridge,11/6/2019,TR02501,33.83,Swartland,6/30/2022,11/6/2019,4187392,7128716,7225538,3420,3034726,31880,16.4,13.82,3,,,,,,,,,,,,,1,0.58,42
B5034,HOL RIVER,Bridge,Bridge,11/6/2019,MR00552+,6.71,Matzikama,6/30/2022,11/6/2019,1,18743651,24447180,10143520,14863885,31880,49,15.65,2.32,,,,,,,,,,,,,1,0.39,77
B5043,"OLIFANTSKUIL RIVER
",Bridge,Bridge,12/9/2019,"TR02101
",23.64,Swartland,6/30/2022,12/9/2019,5380666,9745502,10773270,5970,5386636,31880,25.2,13.41,2.82,,,,,,,,,,,,,1,0.5,50
B5044,Geelkuil River Bridge,Bridge,Bridge,12/9/2019,TR02101+,28.61,Swartland,6/30/2022,12/9/2019,4389178,7708090,8665644,30300,4246166,31880,20.27,13.41,2.35,,,,,,,,,,,,,1,0.51,49
B5046,Road over Rail Skimmelkrans,Bridge,Bridge,11/8/2019,MR00347,13.82,George,6/30/2022,11/8/2019,4009515,6935778,7134107,342290,2782301,31880,16.7,13.4,6.5,,,,,,,,,,,,,1,0.61,39
B5090,WAPADSKLOOF RIVER,Bridge,Bridge,11/21/2019,TR08301,52.91,Kannaland,6/30/2022,11/21/2019,3516364,6494159,8205912,750710,3938838,31880,22,11.7,2.3,,,,,,,,,,,,,1,0.52,48
B5104,BRIDGE OVER SALT RIVER,Bridge,Bridge,11/7/2019,TR07701,26.3,City of Cape Town (LMB),6/30/2022,11/7/2019,7345841,12934935,13731350,69090,6316423,31880,32,13.46,5.7,,,,,,,,,,,,,1,0.54,46
B5105,"BRIDGE OVER MODDER RIVER
",Bridge,Bridge,12/4/2019,TR07701,55.99,Swartland,6/30/2022,12/4/2019,18449145,31390068,34175360,5550,15720665,31880,80,13.4,3.35,,,,,,,,,,,,,1,0.54,46
B5106,ROAD OVER RAIL AT LANGEENHEID,Bridge,Bridge,11/15/2019,TR07701,121.52,Saldanha Bay,6/30/2022,11/15/2019,19834916,36408380,36735320,2160,16898248,31880,83.5,13.8,6.29,,,,,,,,,,,,,1,0.54,46
B5109,Parow North interchange no 2,Bridge,Bridge,11/19/2019,TR00901,11.39,City of Cape Town (LMB),6/30/2022,11/19/2019,23096001,36247670,49356850,3063130,23197717,47800,69.3,14.9,8.8,,,,,,,,,,,,,1,0.53,47
B5110,ROAD OVER RAIL NEAR WELLINGTON,Bridge,Bridge,11/21/2019,MR00027,75.1,Drakenstein,6/30/2022,11/21/2019,7723210,13597777,16735730,812010,8200505,31880,38.6,13.6,6.7,,,,,,,,,,,,,1,0.51,49
B5111,BREEDE RIVER NO 1,Bridge,Bridge,11/1/2019,TR03002,35.77,Breede Vallei,6/30/2022,11/1/2019,19928327,35217627,37746650,77400,17740925,31880,95.95,12.34,7,,,,,,,,,,,,,1,0.53,47
B5111A,BREEDE RIVER NO 2,Bridge,Bridge,11/1/2019,TR03002,35.55,Breede Vallei,6/30/2022,11/1/2019,37519302,58679426,64910870,129000,27262566,31880,165,12.34,7,,,,,,,,,,,,,1,0.58,42
B5112,SKAAP RIVER AT CASCADE,Bridge,Bridge,11/11/2019,DR01453+,1.42,Witzenberg,6/30/2022,11/11/2019,7007408,11269621,13571320,185390,6378518,31880,33,12.9,2.9,,,,,,,,,,,,,1,0.53,47
B5119,ROAD OVER RAIL  AT WELLINGTON STATION,Bridge,Bridge,11/22/2019,MR00219,0.1,Drakenstein,6/30/2022,11/22/2019,14456060,27177019,29937230,1111300,14369872,31880,84.6,11.1,5.7,,,,,,,,,,,,,1,0.52,48
B5132,"BRIDGE OVER DWARS RIVER
",Bridge,Bridge,12/4/2019,TR07701,63.59,Swartland,6/30/2022,12/4/2019,7878062,14794254,15201660,26800,7296797,31880,26.2,18.2,0,,,,,,,,,,,,,1,0.52,48
B5133,DROOGE ZEE RIVER,Bridge,Bridge,11/21/2019,TR08301,48.06,Kannaland,6/30/2022,12/4/2019,8373856,14088617,15799730,0,7425872,31880,42,11.8,5.24,,,,,,,,,,,,,1,0.53,47
B5135A,BREEDE RIVER,Bridge,Bridge,10/30/2019,MR00282,18.04,Langeberg,6/30/2022,10/30/2019,82199007,136871911,153996300,959000,70838297,47800,209.2,15.4,10.5,,,,,,,,,,,,,1,0.54,46
B5137,Rooi Els River,Bridge,Bridge,11/26/2019,TR02701+,38.4,Overstrand,6/30/2022,11/26/2019,10274818,11924832,15665830,221290,5169724,31880,39,12.6,3.5,,,,,,,,,,,,,1,0.67,33
B5139,BOT RIVER,Bridge,Bridge,11/29/2019,TR02801+,10.7,Overstrand,6/30/2022,11/29/2019,34869679,44844804,60699520,943040,24886801,31880,140,13.6,5,,,,,,,,,,,,,1,0.59,41
B5140,AFDAKS RIVER,Bridge,Bridge,12/2/2019,TR02801+,15.5,Overstrand,6/30/2022,12/2/2019,16187159,24999098,30349760,1719200,12443401,31880,70,13.6,6.7,,,,,,,,,,,,,1,0.59,41
B5141,ONRUST RIVER,Bridge,Bridge,12/3/2019,TR02801+,26.4,Overstrand,6/30/2022,12/3/2019,16079194,27099301,30349760,6180,14264386,31880,70,13.6,3,,,,,,,,,,,,,1,0.53,47
B5148,ROAD OVER RAIL AT EENZAAMHEID,Bridge,Bridge,11/15/2019,TR02102,30.73,Saldanha Bay,6/30/2022,11/15/2019,7123063,13469438,13698200,0,6575135,31880,32.8,13.1,6.3,,,,,,,,,,,,,1,0.52,48
B5149,ROAD OVER RAIL (SALDANHA-SISHEN LINE),Bridge,Bridge,11/12/2019,MR00533,2.36,Saldanha Bay,6/30/2022,11/12/2019,2460399,3064385,3116430,1580,654450,31880,7.35,13.3,6.4,,,,,,,,,,,,,1,0.79,21
B5150,ROAD OVER RAIL AT OLIFANTSKRAAL,Bridge,Bridge,12/8/2019,TR07701,134.02,Saldanha Bay,6/30/2022,11/12/2019,7633838,9458467,9870048,163500,2072710,31880,7.2,43,6.4,,,,,,,,,,,,,1,0.79,21
B5151,Road over rail at Kliphoek,Bridge,Bridge,11/18/2019,MR00234+,35.96,Bergrivier,6/30/2022,11/18/2019,1354313,2578462,2734029,67382,1312334,31880,6.7,12.8,6.9,,,,,,,,,,,,,1,0.52,48
B5152,Rail bridge East of Velddrif,Bridge,Bridge,11/18/2019,MR00529+,54.14,Bergrivier,6/30/2022,11/18/2019,3054658,5316234,5980688,55300,2870730,31880,6.7,28,6.9,,,,,,,,,,,,,1,0.52,48
B5153,Road over rail at Sewevlei,Bridge,Bridge,11/19/2019,OP07826+,2.3,Bergrivier,6/30/2022,11/19/2019,986640,1953374,2180592,190880,1003072,31880,7.2,9.5,6.2,,,,,,,,,,,,,1,0.54,46
B5154,Road over rail at Helenafontein,Bridge,Bridge,11/19/2019,MR00535+,24.52,Bergrivier,6/30/2022,11/19/2019,981273,2016958,2258379,170500,1106606,31880,7.7,9.2,6,,,,,,,,,,,,,1,0.51,49
B5155,Road over rail at Bottelfontein,Bridge,Bridge,11/19/2019,MR00535+,38.72,Bergrivier,6/30/2022,11/19/2019,1090449,2108814,2169115,15800,1062866,31880,7.2,9.45,6.2,,,,,,,,,,,,,1,0.51,49
B5156,BRIDGE OVER RAIL AT VERLORENVLEI,Bridge,Bridge,11/14/2019,MR00535,56.28,Cederberg,6/30/2022,11/14/2019,1007567,1824976,2053072,39500,1006005,31880,7,9.2,7.45,,,,,,,,,,,,,1,0.51,49
B5157,BRIDGE OVER RAIL AT STEENBOKFONTEIN,Bridge,Bridge,11/14/2019, MR00538,11.3,Cederberg,6/30/2022,11/14/2019,1170166,2273796,2632013,172160,1289686,31880,6.4,12.9,5.95,,,,,,,,,,,,,1,0.51,49
B5158,BRIDGE OVER RAIL AT LAMBERTS BAY,Bridge,Bridge,11/14/2019,TR05501,59.56,Cederberg,6/30/2022,11/14/2019,1714074,3065956,3492773,67240,1711459,31880,8.3,13.2,6.55,,,,,,,,,,,,,1,0.51,49
B5159, BRIDGE OVER RAIL AT LAMBERTS BAY,Bridge,Bridge,11/14/2019,TR05501,59.6,Cederberg,6/30/2022,11/14/2019,1131028,2798048,2998016,397960,1469028,47800,6.4,9.8,10.7,,,,,,,,,,,,,1,0.51,49
B5160,ROAD OVER RAIL AT DORING BAAI,Bridge,Bridge,11/5/2019,MR00546+,16.87,Matzikama,6/30/2022,11/5/2019,1959755,4518990,5021100,801850,2259495,31880,9,17.5,6.07,,,,,,,,,,,,,1,0.55,45
B5218,BUFFELS RIVER NO 2,Bridge,Bridge,11/25/2019,TR08303,4.34,Laingsburg,6/30/2022,11/25/2019,21800878,35756507,42046690,483870,19761944,31880,111.3,11.85,4.76,,,,,,,,,,,,,1,0.53,47
B5224,BREEDE RIVER CHANNEL NO 1,Bridge,Bridge,11/8/2019,MR00305+,5.99,Witzenberg,6/30/2022,11/8/2019,28353436,48405615,52506360,0,24152924,31880,122,13.5,2.9,,,,,,,,,,,,,1,0.54,46
B5225,BREEDE RIVER CHANNEL NO 2,Bridge,Bridge,11/8/2019,MR00305+,5.55,Witzenberg,6/30/2022,11/8/2019,25720643,44593393,45189900,37600,19431657,31880,105,13.5,3.3,,,,,,,,,,,,,1,0.57,43
B5228,VINKNES RIVER,Bridge,Bridge,11/4/2019,MR00363+,29.26,Oudtshoorn,6/30/2022,11/4/2019,2511281,4128435,4856982,62920,2282781,31880,13.8,11.04,4.3,,,,,,,,,,,,,1,0.53,47
B5232,Tierberg Road over Road,Bridge,Bridge,11/18/2019,TR00901,12.86,City of Cape Town (LMB),6/30/2022,11/18/2019,6793829,13268397,18879340,3212220,8873287,31880,14.1,42,4,,,,,,,,,,,,,1,0.53,47
B5233,Karl Bremer Interchange,Bridge,Bridge,11/18/2019,TR00901,13.93,City of Cape Town (LMB),6/30/2022,11/18/2019,14930024,21994715,32808350,2458400,15419922,31880,26.8,38.4,7.6,,,,,,,,,,,,,1,0.53,47
